NC_000010.11	BestRefSeq%2CGnomon	gene	37125598	37309298	.	+	.	gene_id "ANKRD30A"; transcript_id ""; db_xref "GeneID:91074"; db_xref "HGNC:HGNC:17234"; db_xref "MIM:610856"; description "ankyrin repeat domain 30A"; gbkey "Gene"; gene "ANKRD30A"; gene_biotype "protein_coding"; gene_synonym "NY-BR-1"; 
NC_000010.11	Gnomon	exon	37193186	37193258	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "35"; 
NC_000010.11	Gnomon	exon	37197281	37197309	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "36"; 
NC_000010.11	Gnomon	exon	37197408	37197480	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "37"; 
NC_000010.11	Gnomon	exon	37199727	37199788	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "38"; 
NC_000010.11	Gnomon	exon	37201235	37201325	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "39"; 
NC_000010.11	Gnomon	exon	37216181	37216394	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "40"; 
NC_000010.11	Gnomon	exon	37217695	37217878	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "41"; 
NC_000010.11	Gnomon	exon	37218980	37219897	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "42"; 
NC_000010.11	Gnomon	exon	37231461	37231680	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "43"; 
NC_000010.11	Gnomon	exon	37232499	37232567	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "44"; 
NC_000010.11	Gnomon	exon	37235795	37237858	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "45"; 
NC_000010.11	Gnomon	exon	37240856	37241016	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "46"; 
NC_000010.11	Gnomon	exon	37241171	37241273	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "47"; 
NC_000010.11	Gnomon	exon	37242758	37242847	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "48"; 
NC_000010.11	Gnomon	exon	37248118	37248396	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "49"; 
NC_000010.11	Gnomon	exon	37248496	37248620	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "50"; 
NC_000010.11	Gnomon	exon	37252248	37252396	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "51"; 
NC_000010.11	Gnomon	exon	37261864	37261925	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "52"; 
NC_000010.11	Gnomon	exon	37262483	37262539	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "53"; 
NC_000010.11	Gnomon	exon	37264530	37264637	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "54"; 
NC_000010.11	Gnomon	exon	37307410	37309298	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957040.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 16 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X3"; transcript_biotype "transcript"; exon_number "55"; 
NC_000010.11	Gnomon	transcript	37125754	37309298	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gbkey "misc_RNA"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; 
NC_000010.11	Gnomon	exon	37125754	37126008	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "1"; 
NC_000010.11	Gnomon	exon	37129893	37130007	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "2"; 
NC_000010.11	Gnomon	exon	37130205	37130378	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "3"; 
NC_000010.11	Gnomon	exon	37132240	37132346	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "4"; 
NC_000010.11	Gnomon	exon	37133916	37134053	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "5"; 
NC_000010.11	Gnomon	exon	37136607	37136671	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "6"; 
NC_000010.11	Gnomon	exon	37141718	37142290	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "7"; 
NC_000010.11	Gnomon	exon	37144995	37145056	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "8"; 
NC_000010.11	Gnomon	exon	37147370	37147457	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "9"; 
NC_000010.11	Gnomon	exon	37149651	37149679	.	+	.	gene_id "ANKRD30A"; transcript_id "XR_002957043.1"; db_xref "GeneID:91074"; gene "ANKRD30A"; model_evidence "Supporting evidence includes similarity to: 30 ESTs, 1 Protein, 15 long SRA reads, and 98% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"; product "ankyrin repeat domain 30A, transcript variant X6"; transcript_biotype "transcript"; exon_number "10"; 
